candidate_id,candidate_name,municipality_code,road_address,latitude,longitude,candidate_source,land_feasibility_status,coordinate_source,matched_address,kakao_place_id,geocoding_status,routing_status,cell_population_estimate,administrative_code,nearest_facility_km,grid_row,grid_col
GRID-1KM-41110-007-002,경기도 수원시 장안구 율전동 격자 7-2,41110,경기도 수원시 장안구 율전동,37.2938969528,126.9692520026,population-filtered 1 km grid; Kakao coord2regioncode administrative membership,requires_planning_review_vacant_site_unverified,grid_cell_center,경기도 수원시 장안구 율천동,,verified_municipality_match,probe_routable,9828.2,4111156600,2.444,7,2
GRID-1KM-41110-007-011,경기도 수원시 영통구 하동 격자 7-11,41110,경기도 수원시 영통구 하동,37.2938969528,127.0708530049,population-filtered 1 km grid; Kakao coord2regioncode administrative membership,requires_planning_review_vacant_site_unverified,grid_cell_center,경기도 수원시 영통구 광교2동,,verified_municipality_match,probe_routable,7080.2,4111761000,2.708,7,11
GRID-1KM-41110-007-012,경기도 수원시 영통구 하동 격자 7-12,41110,경기도 수원시 영통구 하동,37.2938969528,127.0821420051,population-filtered 1 km grid; Kakao coord2regioncode administrative membership,requires_planning_review_vacant_site_unverified,grid_cell_center,경기도 수원시 영통구 광교2동,,verified_municipality_match,probe_routable,7080.2,4111761000,3.560,7,12
GRID-1KM-41110-008-002,경기도 수원시 장안구 율전동 격자 8-2,41110,경기도 수원시 장안구 율전동,37.3028800645,126.9692520026,population-filtered 1 km grid; Kakao coord2regioncode administrative membership,requires_planning_review_vacant_site_unverified,grid_cell_center,경기도 수원시 장안구 율천동,,verified_municipality_match,probe_routable,9828.2,4111156600,2.704,8,2
GRID-1KM-41110-008-008,경기도 수원시 영통구 이의동 격자 8-8,41110,경기도 수원시 영통구 이의동,37.3028800645,127.0369860041,population-filtered 1 km grid; Kakao coord2regioncode administrative membership,requires_planning_review_vacant_site_unverified,grid_cell_center,경기도 수원시 영통구 광교1동,,verified_municipality_match,probe_routable,6728.1,4111760000,2.355,8,8
GRID-1KM-41110-008-009,경기도 수원시 영통구 이의동 격자 8-9,41110,경기도 수원시 영통구 이의동,37.3028800645,127.0482750044,population-filtered 1 km grid; Kakao coord2regioncode administrative membership,requires_planning_review_vacant_site_unverified,grid_cell_center,경기도 수원시 영통구 광교1동,,verified_municipality_match,probe_routable,6728.1,4111760000,2.623,8,9
GRID-1KM-41110-008-010,경기도 수원시 영통구 이의동 격자 8-10,41110,경기도 수원시 영통구 이의동,37.3028800645,127.0595640046,population-filtered 1 km grid; Kakao coord2regioncode administrative membership,requires_planning_review_vacant_site_unverified,grid_cell_center,경기도 수원시 영통구 광교1동,,verified_municipality_match,probe_routable,6728.1,4111760000,2.868,8,10
GRID-1KM-41110-009-002,경기도 수원시 장안구 율전동 격자 9-2,41110,경기도 수원시 장안구 율전동,37.3118631763,126.9692520026,population-filtered 1 km grid; Kakao coord2regioncode administrative membership,requires_planning_review_vacant_site_unverified,grid_cell_center,경기도 수원시 장안구 율천동,,verified_municipality_match,probe_routable,9828.2,4111156600,3.263,9,2
GRID-1KM-41110-009-003,경기도 수원시 장안구 이목동 격자 9-3,41110,경기도 수원시 장안구 이목동,37.3118631763,126.9805410029,population-filtered 1 km grid; Kakao coord2regioncode administrative membership,requires_planning_review_vacant_site_unverified,grid_cell_center,경기도 수원시 장안구 파장동,,verified_municipality_match,probe_routable,4910.2,4111156000,2.604,9,3
GRID-1KM-41110-009-008,경기도 수원시 영통구 이의동 격자 9-8,41110,경기도 수원시 영통구 이의동,37.3118631763,127.0369860041,population-filtered 1 km grid; Kakao coord2regioncode administrative membership,requires_planning_review_vacant_site_unverified,grid_cell_center,경기도 수원시 영통구 광교1동,,verified_municipality_match,probe_routable,6728.1,4111760000,2.505,9,8
GRID-1KM-41110-009-009,경기도 수원시 영통구 이의동 격자 9-9,41110,경기도 수원시 영통구 이의동,37.3118631763,127.0482750044,population-filtered 1 km grid; Kakao coord2regioncode administrative membership,requires_planning_review_vacant_site_unverified,grid_cell_center,경기도 수원시 영통구 광교1동,,verified_municipality_match,probe_routable,6728.1,4111760000,3.459,9,9
GRID-1KM-41110-010-003,경기도 수원시 장안구 이목동 격자 10-3,41110,경기도 수원시 장안구 이목동,37.3208462880,126.9805410029,population-filtered 1 km grid; Kakao coord2regioncode administrative membership,requires_planning_review_vacant_site_unverified,grid_cell_center,경기도 수원시 장안구 파장동,,verified_municipality_match,probe_routable,4910.2,4111156000,3.232,10,3
GRID-1KM-41110-010-004,경기도 수원시 장안구 파장동 격자 10-4,41110,경기도 수원시 장안구 파장동,37.3208462880,126.9918300031,population-filtered 1 km grid; Kakao coord2regioncode administrative membership,requires_planning_review_vacant_site_unverified,grid_cell_center,경기도 수원시 장안구 파장동,,verified_municipality_match,probe_routable,4910.2,4111156000,2.483,10,4
GRID-1KM-41110-010-007,경기도 수원시 장안구 하광교동 격자 10-7,41110,경기도 수원시 장안구 하광교동,37.3208462880,127.0256970039,population-filtered 1 km grid; Kakao coord2regioncode administrative membership,requires_planning_review_vacant_site_unverified,grid_cell_center,경기도 수원시 장안구 연무동,,verified_municipality_match,probe_routable,2816.5,4111160000,2.302,10,7
